rxnid	mass balance	charge balance	composite
NTETPU	-0.0	0.0	False
ATPATF1	0.0	0.0	False
ATPATF2	0.0	0.0	False
ATPATF3	-0.0	0.0	False
PHYTES	0.0	0.0	False
PHYTES2	-0.0	0.0	False
PHYTEDH1	0.0	0.0	False
PHYTFDH1	0.0	0.0	False
CAROT04	0.0	0.0	False
CAROT05	0.0	0.0	False
LYCOPC	0.0	0.0	False
GCATENEC	0.0	0.0	False
BCDO	0.0	0.0	False
RADH	0.0	0.0	False
PYDX5PH	N/A	N/A	False
THZPSN1_SC	0.0	0.0	False
THZPSN2_SC	0.0	0.0	False
PYRITHDH	0.0	0.0	False
HMPK1	-0.0	0.0	False
PMPK	0.0	0.0	False
OXYTHIH	0.0	0.0	False
HETZK	-0.0	0.0	False
TMPPP	0.0	0.0	False
THMSR1	N/A	N/A	False
THMSR2	0.0	0.0	False
THMSR3	-0.0	0.0	False
TMN	0.0	0.0	False
TDP	0.0	0.0	False
TDPe	0.0	0.0	False
THMP	0.0	0.0	False
THMPe	0.0	0.0	False
TMDPK	0.0	0.0	False
TMPK	0.0	0.0	False
TMDPPK	0.0	0.0	False
GTPCII	0.0	0.0	False
DROPPRy	0.0	0.0	False
DRTPPD	-0.0	0.0	False
PMDPHT	-0.0	0.0	False
DB4PS	-0.0	0.0	False
RBFSa	0.0	0.0	False
RBFSb	0.0	0.0	False
RBFK	-0.0	0.0	False
RBFKm	-0.0	0.0	False
FMNAT	0.0	0.0	False
FMNATm	0.0	0.0	False
ACP1e	-0.0	0.0	False
NNDPR	0.0	0.0	False
NNATr	-0.0	0.0	False
NADS2	0.0	0.0	False
NADS2n	0.0	0.0	False
NADDP	0.0	0.0	False
NADDPp	0.0	0.0	False
NNAMx	0.0	0.0	False
NAPRT	0.0	0.0	False
NMNHYDv	-0.0	0.0	False
PNP	0.0	0.0	False
RNMK	0.0	0.0	False
NMNAT	0.0	0.0	False
NICRNSH	0.0	0.0	False
MOHMT	0.0	0.0	False
DPR	0.0	0.0	False
PANTS	0.0	0.0	False
PNTK	0.0	0.0	False
PPNCL2	-0.0	0.0	False
PPCDC	0.0	0.0	False
PTPATi	0.0	0.0	False
DPCOAK	0.0	0.0	False
ACPS1	N/A	0.0	False
ACPpds	N/A	0.0	False
ACPSm	0.0	0.0	False
PLPS	0.0	0.0	False
PYDXNK	0.0	0.0	False
PDX5POi	0.0	0.0	False
PYDAMK	0.0	0.0	False
PYAM5PO	0.0	0.0	False
PYDXNO	0.0	0.0	False
PYDXO	-0.0	0.0	False
PYDXOR	0.0	0.0	False
PYDXK	0.0	0.0	False
CHCOAL	0.0	0.0	False
AOXSr	0.0	0.0	False
AMAOTr	-0.0	0.0	False
DBTS	0.0	0.0	False
BTS5	N/A	N/A	False
BACCL	0.0	0.0	False
BTNPL	N/A	N/A	False
ADCS	0.0	0.0	False
ADCL	-0.0	0.0	False
FOLD3	0.0	0.0	False
DHPS	0.0	0.0	False
DHFS	-0.0	0.0	False
DHFORm	0.0	0.0	False
THFOR1m	0.0	0.0	False
DHFR	0.0	0.0	False
DHFRim	0.0	0.0	False
FTHFLi	0.0	0.0	False
MTHFC	0.0	0.0	False
MTHFD	0.0	0.0	False
FTHFLmi	0.0	0.0	False
MTHFCm	0.0	0.0	False
MTHFDm	0.0	0.0	False
THFATm	0.0	0.0	False
FTHFCLm	-0.0	0.0	False
FTHFCL	-0.0	0.0	False
MTHFD2i	0.0	0.0	False
MTHFR3_1	0.0	0.0	False
THFGLUS	0.0	0.0	False
FldAct	0.0	0.0	False
GTPCI	0.0	0.0	False
DNTPPA	0.0	0.0	False
DNMPPA	-0.0	0.0	False
DHNPA_1	-0.0	0.0	False
HPPK	-0.0	0.0	False
SADT	0.0	0.0	False
ADSK	0.0	0.0	False
PAPSR	N/A	0.0	False
SULR_1	0.0	0.0	False
BPNT	-0.0	0.0	False
BPNT2	0.0	0.0	False
NITRy	0.0	0.0	False
NITR	-0.0	0.0	False
NITRxy	0.0	0.0	False
NTRIR2x	-0.0	0.0	False
NTRIR2y	0.0	0.0	False
NTRIR2xy	-0.0	0.0	False
NODOy	0.0	0.0	False
FE3BSDPH	N/A	N/A	False
FE3SPHRx	N/A	N/A	False
CU3BSDPH	N/A	N/A	False
CU3SPHRy	N/A	N/A	False
HG2GST	0.0	0.0	False
CD2GST	0.0	0.0	False
SE2GST	-0.0	0.0	False
ASO3GST	N/A	N/A	False
SBTR	0.0	0.0	False
SBTRx	-0.0	0.0	False
GLCDRxy	0.0	4.4408920985e-16	False
HEX7	0.0	0.0	False
PFK26	-0.0	0.0	False
FBP26	0.0	0.0	False
MNLDH2	-0.0	0.0	False
M1PD	0.0	0.0	False
SBTD_D2	-0.0	0.0	False
SBTDDHy	-0.0	0.0	False
SBTD_L	0.0	0.0	False
IDTDH	0.0	0.0	False
SRBLRy	0.0	0.0	False
SUCRe	0.0	0.0	False
SUCR	0.0	0.0	False
ENDOGLUCASE	N/A	0.0	False
BG_CELLB	0.0	0.0	False
LPMOCELLB	0.0	0.0	False
CELLBLACT	0.0	0.0	False
MALT	0.0	0.0	False
BG_MADG	0.0	0.0	False
BG_MBDG	0.0	0.0	False
XYLANSE	N/A	0.0	False
LACZ	0.0	0.0	False
GBIOSEH	0.0	0.0	False
GALKr	0.0	0.0	False
UGLT	0.0	0.0	False
UDPG4E	0.0	0.0	False
GALM2	0.0	0.0	False
GALOR	0.0	0.0	False
GALORx	-0.0	0.0	False
GALORxy	0.0	4.4408920985e-16	False
GALTDHx	0.0	0.0	False
SBLK	0.0	0.0	False
PFK_2	-0.0	0.0	False
TGBPA	0.0	0.0	False
FCLPA	0.0	0.0	False
RHAMDH	0.0	0.0	False
RHAMLAC	0.0	0.0	False
RHMND	-0.0	0.0	False
LKDRA	0.0	0.0	False
TRE6PS	0.0	0.0	False
TRE6PP	-0.0	0.0	False
TREH	0.0	0.0	False
PGMT	0.0	0.0	False
GALUi	0.0	0.0	False
13GS	-0.03	0.0	False
13BGHe	0.0	0.0	False
13BGH	0.0	0.0	False
GLCS2	-0.03	0.0	False
GLYGS	-0.0	0.0	False
GBEZY	0.0	0.0	False
GLCGSD	0.0	0.0	False
GLCP	0.0	0.0	False
HEX10	0.0	0.0	False
GF6PTA	0.0	0.0	False
ACGAM6PS	0.0	0.0	False
ACGAMPM	0.0	0.0	False
UAGDP	0.0	0.0	False
CHTNS	0.0	0.0	False
CHITN1	0.0	0.0	False
CHTNDA	0.0	N/A	False
ACGAMK	-0.0	0.0	False
AGDC	-0.0	0.0	False
G6PDA	0.0	0.0	False
ACMANAK	0.0	0.0	False
ACMANAPE	0.0	0.0	False
MEOHOX	0.0	0.0	False
FALDTKL	0.0	0.0	False
DHAK	-0.0	0.0	False
FALGTHLs	0.0	0.0	False
FALDH2	0.0	0.0	False
SFGTHi	0.0	0.0	False
OXACOAL	0.0	0.0	False
OXCDC	-0.0	0.0	False
FCOAH2	0.0	0.0	False
FDH	0.0	0.0	False
FDHm	0.0	0.0	False
23DHBZDC	0.0	0.0	False
PHENOLMONOXy	0.0	0.0	False
CATECHOLMONOXy	0.0	0.0	False
CATDOX	0.0	0.0	False
MUCCYCI	0.0	0.0	False
MUCLI	0.0	0.0	False
OXOAEL	0.0	0.0	False
3OADPCOATm	-0.0	0.0	False
3OXCOATm	0.0	0.0	False
HQNDHy	0.0	0.0	False
4HBHYOX	0.0	0.0	False
34DHBZMONOXYy	0.0	0.0	False
3HBHYOX	0.0	0.0	False
RESORCINOLMONOOXYy	0.0	0.0	False
BZMONOOXYy	0.0	0.0	False
4HBZMONOXYx	-0.0	0.0	False
HQNMONOXYy	0.0	0.0	False
124BZTRIOLDIOXY	0.0	0.0	False
2MALACRy	0.0	0.0	False
PCADYOX	0.0	0.0	False
MUCCY_kt	0.0	0.0	False
4CMLCL_kt	0.0	0.0	False
MANDERM	0.0	0.0	False
MANDEDHy	0.0	0.0	False
PHEGLXDC	0.0	0.0	False
BZDH	0.0	0.0	False
CAFFMT	-0.0	0.0	False
FERULCOAS	0.0	0.0	False
FERCOAH	-0.0	0.0	False
4H3MPHEHPPCOAL	0.0	0.0	False
VNDH	0.0	0.0	False
VNTDM	0.0	0.0	False
ISOVANMONOXYy	0.0	0.0	False
SALCNH	-0.0	0.0	False
2HYMEPHDHx	0.0	0.0	False
SALALDx	0.0	0.0	False
SALCRy	0.0	0.0	False
PHEPPDHx	0.0	0.0	False
PHELAL	0.0	0.0	False
CINNMDHx	0.0	0.0	False
CINNMMONOXYy	0.0	0.0	False
4COUMCOAL	0.0	0.0	False
3HBZMONOXYx	0.0	0.0	False
GENTISDIOXY	0.0	0.0	False
3MALPYRI	0.0	0.0	False
FUMAH	0.0	0.0	False
XMOy	0.0	0.0	False
BZALDHy	0.0	0.0	False
ALKMOXY19	0.0	0.0	False
AOX19	0.0	0.0	False
TYRCBOX	0.0	0.0	False
TYROXDAc	0.0	0.0	False
4HPHEACMONOXYy	0.0	0.0	False
3HPHEACMONOXYy	0.0	0.0	False
CYCLOBDH	0.0	0.0	False
CYCLOPDH	0.0	0.0	False
CYCLOHDH	0.0	0.0	False
CYCHXOX	0.0	0.0	False
CAPRLH	0.0	0.0	False
6HHEXDHx	0.0	0.0	False
6OHEXDHx	0.0	0.0	False
6OHEXDHy	0.0	0.0	False
ADPSUCCOAT	-0.0	0.0	False
6AMHXOATEAT	0.0	0.0	False
FERDC	0.0	0.0	False
4COUMDC	0.0	0.0	False
CINNMDC	0.0	0.0	False
CINNMDCm	0.0	0.0	False
CMBELHY1	0.0	0.0	False
CMBELHY2	0.0	0.0	False
CATECAMT	0.0	0.0	False
FERULRy	0.0	0.0	False
COALCDHy	0.0	0.0	False
RUTINH	0.0	0.0	False
QUERCDIOXY	0.0	0.0	False
2PCATCPGLUCH	0.0	0.0	False
ARBUTINH	0.0	0.0	False
4ETHYPHLHYDROX	0.0	0.0	False
4HPHEETOHD	0.0	0.0	False
4HACETOPHENMONOXY	0.0	0.0	False
4HPHACH	0.0	0.0	False
4HOXPACMOF	0.0	0.0	False
DHPDO	0.0	0.0	False
CMCMSAD	0.0	0.0	False
CMHMI	0.0	0.0	False
4NPHPP	0.0	0.0	False
UREASE	-0.0	0.0	False
XAO	0.0	0.0	False
URAOX	0.0	0.0	False
HIUH	-0.0	0.0	False
ATS	0.0	0.0	False
ALPHNH	0.0	0.0	False
UREA	0.0	0.0	False
ALLTN	0.0	0.0	False
ALLTAHr	0.0	0.0	False
UDCH	0.0	0.0	False
AMID_1	0.0	0.0	False
AMID2	0.0	0.0	False
AMID3	0.0	0.0	False
AMID	0.0	0.0	False
FORAMD	-0.0	0.0	False
AGMT	0.0	0.0	False
NTRLASE2	-0.0	0.0	False
NTRLASE3	0.0	0.0	False
NTRLASE	-0.0	0.0	False
NTRLASE2m	-0.0	0.0	False
NTRLASE3m	0.0	0.0	False
NTRLASEm	-0.0	0.0	False
CHOLD	0.0	0.0	False
BETALDHx	0.0	0.0	False
BHMT	0.0	0.0	False
DMGDH	0.0	0.0	False
SARCOX	0.0	0.0	False
ALKYLAM01	0.0	0.0	False
ALKYLAM02	-0.0	0.0	False
ALKYLAM03	0.0	0.0	False
ALKYLAM04	-0.0	0.0	False
ALKYLAM05	0.0	0.0	False
ALKYLAM06	0.0	0.0	False
ALKYLAM07	0.0	0.0	False
ALKYLAM08	-0.0	0.0	False
ALKYLAM09	0.0	0.0	False
ALKYLAM10	0.0	0.0	False
ALKYLAM11	0.0	0.0	False
ACOATA	0.0	0.0	False
ACOATAm	0.0	0.0	False
ACCOAC	0.0	0.0	False
ACCOACrm	0.0	0.0	False
MCOATAm	-0.0	0.0	False
3OAS40_m	N/A	0.0	False
3OAR40_m	N/A	0.0	False
3HAD41_m	N/A	0.0	False
EAR40ym	N/A	0.0	False
3OAS60_m	N/A	0.0	False
3OAR60_m	N/A	0.0	False
3HAD61_m	N/A	0.0	False
EAR60ym	N/A	0.0	False
3OAS80_m	N/A	0.0	False
3OAR80_m	N/A	0.0	False
3HAD81_m	N/A	0.0	False
EAR80_m	N/A	0.0	False
FASC040COAy	0.0	0.0	False
FASC060COAy	0.0	0.0	False
FASC080COAy	0.0	0.0	False
FAS100COAy	0.0	0.0	False
FAS120COAy	0.0	0.0	False
FAS140COAy	0.0	0.0	False
FAS160COAy	0.0	0.0	False
FAS180COAy	0.0	0.0	False
3OARCHSYNr	0.0	0.0	False
3OARCHRyr	0.0	0.0	False
3HARCHDEHr	0.0	0.0	False
2ARACHRyr	0.0	0.0	False
3OBEHENSYNr	-0.0	0.0	False
3OBEHENRyr	0.0	0.0	False
3HDOCOSDEHr	0.0	0.0	False
2BEHENRyr	0.0	0.0	False
3OTTCSYNr	-0.0	0.0	False
3OTTCRyr	0.0	0.0	False
3HTTCDEHr	0.0	0.0	False
2TTCRyr	0.0	0.0	False
3OHXCSYNr	-0.0	0.0	False
HACD10r	0.0	0.0	False
ECOAH11r	0.0	0.0	False
2HXCRyr	0.0	0.0	False
FASC05COAy	0.0	0.0	False
FASC07COAy	0.0	0.0	False
FASC09COAy	0.0	0.0	False
FASC11COAy	0.0	0.0	False
FASC13COAy	0.0	0.0	False
FASC15COAy	-0.0	0.0	False
FASC17COAy	0.0	0.0	False
11ZHEXADCOASYN	N/A	0.0	False
ZVACCCOASYN	0.0	0.0	False
DESAT16_2r	-0.0	0.0	False
DESAT18_3r	0.0	0.0	False
DESAT16_1	N/A	0.0	False
DESAT16_3	N/A	0.0	False
DESAT18_1	N/A	0.0	False
DESAT18_4	N/A	0.0	False
FACOAL60	0.0	0.0	False
FACOAL80	-0.0	0.0	False
FACOAL100	-0.0	0.0	False
FACOAL120p	0.0	0.0	False
FACOAL140	0.0	0.0	False
FACOAL141	N/A	0.0	False
FACOAL160	0.0	0.0	False
FACOAL161p	0.0	0.0	False
FACOAL180	0.0	0.0	False
FACOAL200	0.0	0.0	False
FACOAL220	-0.0	0.0	False
FACOAL240	-0.0	0.0	False
FACOAL260	-0.0	0.0	False
FACOAL50	-0.0	0.0	False
FACOAL70	0.0	0.0	False
FACOAL90	0.0	0.0	False
FACOAL110	0.0	0.0	False
FACOAL13	0.0	0.0	False
FACOAL150	-0.0	0.0	False
FACOAL170	-0.0	0.0	False
FACOAL10EHPDCE	0.0	0.0	False
FACOAL10ZHPDCE	N/A	0.0	False
ACOAO9p	0.0	0.0	False
ECOAH11p	-0.0	0.0	False
HACD10p	0.0	0.0	False
ACACT9p	0.0	0.0	False
ACOAO24p	0.0	0.0	False
ECOAH24p	N/A	0.0	False
HACD24p	N/A	0.0	False
ACACT22p	0.0	0.0	False
ACOAO22p	0.0	0.0	False
ECOAH22p	0.0	0.0	False
HACD22p	-0.0	0.0	False
ACACT20p	0.0	0.0	False
ACOAO20p	-0.0	0.0	False
ECOAH20p	N/A	0.0	False
HACD20p	N/A	0.0	False
ACACT18p	-0.0	0.0	False
ACOAO8p	0.0	0.0	False
ECOAH8p	0.0	0.0	False
HACD8p	0.0	0.0	False
ACACT8p	-0.0	0.0	False
ACOAO7p	0.0	0.0	False
ECOAH7p	-0.0	0.0	False
HACD7p	0.0	0.0	False
ACACT7p	0.0	0.0	False
ACOAO6p	0.0	0.0	False
ECOAH6p	-0.0	0.0	False
HACD6p	0.0	0.0	False
ACACT6p	0.0	0.0	False
ACOAO5p	-0.0	0.0	False
ECOAH5p	0.0	0.0	False
HACD5p	0.0	0.0	False
ACACT5p	-0.0	0.0	False
ACOAO4p	0.0	0.0	False
ECOAH4p	0.0	0.0	False
HACD4p	-0.0	0.0	False
ACACT4p	0.0	0.0	False
HMR_3094	0.0	0.0	False
ECOAH3_1	-0.0	0.0	False
HACD3_1	0.0	0.0	False
ACACT3	0.0	0.0	False
HMR_3098	-0.0	0.0	False
ECOAH2_1	0.0	0.0	False
HACD2_1	0.0	0.0	False
ACACT2	-0.0	0.0	False
HMR_3102	0.0	0.0	False
ECOAH1x	0.0	0.0	False
HACD1_1	0.0	0.0	False
ACACT1x	0.0	0.0	False
ACOAOn17p	N/A	0.0	False
ECOAH17p	N/A	0.0	False
HACD17p	N/A	0.0	False
ACACT15p	N/A	0.0	False
ACOAOn15p	0.0	0.0	False
ECOAH15p	N/A	0.0	False
HACD15p	N/A	0.0	False
ACACT13p	N/A	0.0	False
ACOAOn13p	N/A	0.0	False
ECOAH13p	N/A	0.0	False
HACD13p	N/A	0.0	False
ACACT11p	N/A	0.0	False
ACOAOn11p	0.0	0.0	False
ECOAH11p2	0.0	0.0	False
HACD11p	N/A	0.0	False
ACACT09p	N/A	0.0	False
ACOAOn09p	0.0	0.0	False
ECOAH09p	0.0	0.0	False
HACD09p	N/A	0.0	False
ACACT07p	N/A	0.0	False
ACOAOn07p	N/A	0.0	False
ECOAH07p	N/A	0.0	False
HACD07p	N/A	0.0	False
ACACT05p	N/A	0.0	False
ACOAOn05p	0.0	0.0	False
ECOAH05p	0.0	0.0	False
HACD05p	-0.0	0.0	False
ACACT03p	0.0	0.0	False
9Z11EODCOADEGx	-0.0	0.0	False
5Z7ETTCCOAOXx	0.0	0.0	False
2E5Z7ETTCCOAHx	0.0	0.0	False
3H5Z7ETTCCOADHxx	-0.0	0.0	False
3O5Z7ETTCCOACOATx	0.0	0.0	False
3Z5EDDCOAI	0.0	0.0	False
2E5EDDCOAH	0.0	0.0	False
3H5EDDCOAD	-0.0	0.0	False
DC3ECOAACT	0.0	0.0	False
ECOAI101_3E_x	0.0	0.0	False
HMR_3342	N/A	0.0	False
2E9ZODECOADH	N/A	0.0	False
HMR_3345	0.0	0.0	False
HMR_3346	-0.0	0.0	False
2E7ZHDCOADH	N/A	0.0	False
HMR_3349	N/A	0.0	False
HMR_3350	-0.0	0.0	False
2E5ZTTECOADH	0.0	0.0	False
HMR_3353	-0.0	0.0	False
FAOXC121x	0.0	0.0	False
2E5ZTTECOAI	0.0	0.0	False
3E5ZTTECOAI	0.0	0.0	False
2E4ETTECOARy	0.0	0.0	False
TD3COAI	0.0	0.0	False
HDCOAOX	N/A	0.0	False
2E9ZHDCOADH	N/A	0.0	False
7ZTDECOAACT	N/A	0.0	False
7ZTDECOAOX	N/A	0.0	False
2E7ZTDECOADH	N/A	0.0	False
5ZDDECOAACT	-0.0	0.0	False
5ZDDECOAOX	N/A	0.0	False
2E5ZDDCOADH	N/A	0.0	False
DC3ZCOAACT	N/A	0.0	False
2E5ZDDCOAI	N/A	0.0	False
3E5ZDDCOAI	N/A	0.0	False
2E4EDDCOARy	N/A	0.0	False
10ZHPDCECOADEGR	0.0	0.0	False
6ZTRIDCECOAOX	0.0	0.0	False
6Z2ETRIDCECOAH	0.0	0.0	False
3H6ZTRIDCECOAD	0.0	0.0	False
4ZUNDCECOAACT	0.0	0.0	False
4ZUNDCECOAOX	0.0	0.0	False
2E4ZUNDCECOARy	0.0	0.0	False
UD3COAI	0.0	0.0	False
UD2COAH	0.0	0.0	False
10EHPDCECOADEGR	0.0	0.0	False
6ETRIDCECOAOX	0.0	0.0	False
2E6ETRIDCECOAH	0.0	0.0	False
3H6ETRIDCECOAD	0.0	0.0	False
4EUNDCECOAACT	0.0	0.0	False
4EUNDCECOAOX	0.0	0.0	False
2E4EUNDCECOARy	0.0	0.0	False
ACOA040Hx	0.0	0.0	False
ACOA060Hx	0.0	0.0	False
PTE9x	0.0	0.0	False
PTE10x	0.0	0.0	False
PTE11x	-0.0	0.0	False
PTE12x	0.0	0.0	False
PTE2x	0.0	0.0	False
PTE8x	0.0	0.0	False
ACOA161Hx	0.0	0.0	False
ACOA181Hx	0.0	0.0	False
FACOAE1829Z12Z	-0.0	0.0	False
FACOAE1836Z9Z12Z	0.0	0.0	False
FARy	N/A	N/A	False
FAPGLUTA	N/A	N/A	False
ALKMOXY10	0.0	0.0	False
AOX10	0.0	0.0	False
ALDD10	0.0	0.0	False
ALKMOXY11	0.0	0.0	False
AOX11	0.0	0.0	False
ALDD11	0.0	0.0	False
ALKMOXY12	0.0	0.0	False
AOX12	0.0	0.0	False
ALDD12	0.0	0.0	False
ALKMOXY13	0.0	0.0	False
AOX13	0.0	0.0	False
ALDD13	0.0	0.0	False
ALKMOXY14	0.0	0.0	False
AOX14	0.0	0.0	False
ALDD14	0.0	0.0	False
ALKMOXY15	0.0	0.0	False
AOX15	0.0	0.0	False
ALDD15	0.0	0.0	False
ALKMOXY16	0.0	0.0	False
AOX16	-0.0	0.0	False
ALDD16	0.0	0.0	False
ALKMOXY17	0.0	0.0	False
AOX17	0.0	0.0	False
ALDD17	0.0	0.0	False
ALKMOXY18	0.0	0.0	False
AOX18	0.0	0.0	False
ALDD18	0.0	0.0	False
ACOAPAT	N/A	0.0	False
GAT1	N/A	0.0	False
AGAT	N/A	0.0	False
DAGPYP_SCg	N/A	0.0	False
TRIGS	N/A	0.0	False
PC12DGR	N/A	0.0	False
12DGRPC	N/A	0.0	False
CTP12DGR	N/A	0.0	False
TAGL	N/A	0.0	False
12DGRH	N/A	0.0	False
MGLYCI	N/A	0.0	False
1ACGLYCH	N/A	0.0	False
LPP_SC	N/A	0.0	False
GAT2	N/A	0.0	False
ADHAPR	N/A	0.0	False
1ACGLY3PH	N/A	0.0	False
DASYN	N/A	0.0	False
DASYNm	N/A	0.0	False
PSERSc	N/A	0.0	False
PSERDc	N/A	0.0	False
PSERSm	N/A	0.0	False
PSERDm	N/A	0.0	False
ETHAK	0.0	0.0	False
PETHCT	0.0	0.0	False
ETHAPT	N/A	0.0	False
PEHYD1	N/A	0.0	False
PEHYD2	N/A	0.0	False
GPDDA2	0.0	0.0	False
LPCAT	N/A	0.0	False
PETOHM	N/A	0.0	False
MFAPS	N/A	0.0	False
PMETM	N/A	0.0	False
PCHA2	N/A	0.0	False
1AGPCHYD	N/A	0.0	False
PCHA1	N/A	0.0	False
2AGPCH2	N/A	0.0	False
PLD	N/A	0.0	False
CHOLK	0.0	0.0	False
CHLPCTD	0.0	0.0	False
DAGCPT	N/A	0.0	False
PCH1_2	N/A	0.0	False
GPDDA1	-0.0	0.0	False
CDPDGPm	N/A	0.0	False
PGPH	N/A	0.0	False
CLPNSm	N/A	0.0	False
CLPNH	N/A	0.0	False
PGHYD	N/A	0.0	False
12DGRAMET	N/A	0.0	False
PINOS	N/A	0.0	False
PINOSm	N/A	0.0	False
PIN3K	N/A	0.0	False
PIN4Kv	N/A	0.0	False
PI3P4K	N/A	0.0	False
PIN4Kce	N/A	0.0	False
PI4P5K	N/A	0.0	False
PTD135BPH	N/A	0.0	False
PAIL345PH	N/A	0.0	False
PTD145INOH	N/A	0.0	False
PTD4INOH	N/A	0.0	False
PTD1INOH	N/A	0.0	False
PTD3INOH	N/A	0.0	False
PI45BPP	N/A	0.0	False
PTRCAT1	0.0	0.0	False
TYMAT1	0.0	0.0	False
PEAMNAT1	0.0	0.0	False
POLYAO	0.0	0.0	False
DIAT	0.0	0.0	False
POLYAO2	0.0	0.0	False
DXHPScm	0.0	0.0	False
SERPT	0.0	0.0	False
3DSPHR	0.0	0.0	False
PSPHS	0.0	0.0	False
SPHK21c	0.0	0.0	False
SLCBK1	0.0	0.0	False
SPHPL	-0.0	0.0	False
SBPP1	-0.0	0.0	False
SLCBK2	-0.0	0.0	False
PSPHPL	-0.0	0.0	False
SBPP2	0.0	0.0	False
SPMPDE	N/A	0.0	False
CERGLUT	N/A	N/A	False
CERS124	0.0	0.0	False
CERS126	0.0	0.0	False
CERS224	0.0	0.0	False
CERS226	0.0	0.0	False
CERH124	0.0	0.0	False
CERH126	0.0	0.0	False
CERS324	0.0	0.0	False
CERS326	-0.0	0.0	False
CERH324	-0.0	0.0	False
CERH326	0.0	0.0	False
IPCS124	N/A	0.0	False
IPCS126	N/A	0.0	False
IPCS224	N/A	0.0	False
IPCS226	N/A	0.0	False
IPCS324	N/A	0.0	False
IPCS326	N/A	0.0	False
IPCS424	N/A	0.0	False
IPCS426	N/A	0.0	False
MIPCS124	N/A	0.0	False
MIPCS126	N/A	0.0	False
MIPCS224	N/A	0.0	False
MIPCS226	N/A	0.0	False
MIPCS324	N/A	0.0	False
MIPCS326	N/A	0.0	False
MIPCS424	N/A	0.0	False
MIPCS426	N/A	0.0	False
MIP2CS124	N/A	0.0	False
MIP2CS126	N/A	0.0	False
MIP2CS224	N/A	0.0	False
MIP2CS226	N/A	0.0	False
MIP2CS324	N/A	0.0	False
MIP2CS326	N/A	0.0	False
MIP2CS424	N/A	0.0	False
MIP2CS426	N/A	0.0	False
CERASE124er	0.0	0.0	False
CERASE126er	0.0	0.0	False
CERASE224er	0.0	0.0	False
CERASE226er	-0.0	0.0	False
IPC124PLC	N/A	0.0	False
IPC126PLC	N/A	0.0	False
IPC224PLC	N/A	0.0	False
IPC226PLC	N/A	0.0	False
IPC324PLC	N/A	0.0	False
IPC326PLC	N/A	0.0	False
IPC424PLC	N/A	0.0	False
IPC426PLC	N/A	0.0	False
MIPC124PLC	N/A	0.0	False
MIPC126PLC	N/A	0.0	False
MIPC224PLC	N/A	0.0	False
MIPC226PLC	N/A	0.0	False
MIPC324PLC	N/A	0.0	False
MIPC326PLC	N/A	0.0	False
MIPC424PLC	N/A	0.0	False
MIPC426PLC	N/A	0.0	False
MIP2C124PLC	N/A	0.0	False
MIP2C126PLC	N/A	0.0	False
MIP2C224PLC	N/A	0.0	False
MIP2C226PLC	N/A	0.0	False
MIP2C324PLC	N/A	0.0	False
MIP2C326PLC	N/A	0.0	False
MIP2C424PLC	N/A	0.0	False
MIP2C426PLC	N/A	0.0	False
ACACT1r	0.0	0.0	False
HMGCOAS	0.0	0.0	False
HMGCOAR	0.0	0.0	False
MEVK1	0.0	0.0	False
MEVK2	0.0	0.0	False
MEVK3	0.0	0.0	False
MEVK4	0.0	0.0	False
PMEVK	0.0	0.0	False
DPMVD	0.0	0.0	False
IPDDI	0.0	0.0	False
DMATT	0.0	0.0	False
GRTT	0.0	0.0	False
FRTT	0.0	0.0	False
GGTT	0.0	0.0	False
PPTT	0.0	0.0	False
HEXTT	0.0	0.0	False
IPT07	0.0	0.0	False
IPT08	0.0	0.0	False
IPT09	-0.0	0.0	False
UDPDPS	0.0	0.0	False
IPT11	0.0	0.0	False
IPT12	0.0	0.0	False
IPT13	0.0	0.0	False
IPT14	0.0	0.0	False
IPT15	0.0	0.0	False
IPT16	0.0	0.0	False
IPT17	0.0	0.0	False
IPT18	0.0	0.0	False
IPT19	0.0	0.0	False
IPT20	0.0	0.0	False
IPT21	0.0	0.0	False
PPTTm	0.0	0.0	False
HBZOPT6m	0.0	0.0	False
3OPHB5Hm	-0.0	0.0	False
3DH5HPBMTm	0.0	0.0	False
3HPH5MBDCm	0.0	0.0	False
2HP6MPMOmy	-0.0	0.0	False
2HPMBQMTm	0.0	0.0	False
2HPMMBQMOm	-0.0	0.0	False
2HMHMBQMTm	0.0	0.0	False
4ABZHXPTm	0.0	0.0	False
3HP4ABZMONOXYym	0.0	0.0	False
3HP4A5HBZMTm	0.0	0.0	False
3HP6MOABZDCm	0.0	0.0	False
2HP6MOABZMONOXYym	0.0	0.0	False
2HP6MOAPHLHm	-0.0	0.0	False
2HP6MOAPHLMTm	0.0	0.0	False
ALASm	0.0	0.0	False
PPBNGS	0.0	0.0	False
HMBS	0.0	0.0	False
UPP3S	-0.0	0.0	False
UPPDC1	0.0	0.0	False
CPPPGO	0.0	0.0	False
CPPPGOm	0.0	0.0	False
FCLTm	0.0	0.0	False
HEMEOSm	0.0	0.0	False
HEMEOMOm	N/A	N/A	False
HEMEIMOm	N/A	N/A	False
HHEMEIDEHYDR	N/A	N/A	False
UPP3MT	-0.0	0.0	False
SHCHD2	0.0	0.0	False
SHCHF	0.0	0.0	False
HEMELm	N/A	0.0	False
HOXGr	0.0	0.0	False
SQLSr	0.0	0.0	False
SQLEr	0.0	0.0	False
